mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
1.3660669922828674,0.0845976050272283,0.0589216947555542,0.008076939660839487,150,5,4,sqrt,30,"{'n_estimators': 150, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30}",0.4178470029901355,0.41609680677572897,0.42891242836671334,0.4331263003625666,0.4239956346237861,0.00720661275987895,44
10.823807179927826,0.1831915371949152,0.41314804553985596,0.017140939359837057,250,10,3,sqrt,,"{'n_estimators': 250, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': None}",0.5140318149467298,0.49570274111873036,0.5158170226574376,0.5012407655095011,0.5066980860580997,0.008479660105519295,3
46.22815990447998,0.06684692593221805,0.09932911396026611,0.0043358983795060285,100,10,2,0.5,30,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': 30}",0.4536905058762117,0.45986080501765025,0.428956729174637,0.459361703024759,0.4504674357733145,0.012653478325772006,22
183.28142094612122,0.9141621843421329,0.18705451488494873,0.04513839778036788,250,20,2,0.5,,"{'n_estimators': 250, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': None}",0.5317953909085743,0.5332767164497115,0.5484638978231846,0.5288559248600442,0.5355979825103787,0.007596629140797358,1
2.4579100608825684,0.02986142163077411,0.1868928074836731,0.01712496644617753,200,10,4,log2,35,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 35}",0.4494783385448778,0.4047474808164553,0.4438947868154399,0.44164859736490414,0.4349423008854193,0.017664547592793563,35
13.086442649364471,0.2457024913519081,0.40216559171676636,0.014099026725838817,300,7,4,sqrt,,"{'n_estimators': 300, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None}",0.48106238341874524,0.4728812613649679,0.4926310205264031,0.4853863338961454,0.48299024980156535,0.007151817866082327,8
2.176559090614319,0.04013391713300202,0.16356515884399414,0.011158210568041543,200,20,7,log2,35,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 35}",0.4425991564195407,0.413923798784601,0.42572401866315657,0.41390196228239096,0.4240372340374223,0.011751547887988472,42
2.8046865463256836,0.06191143157513442,0.13968634605407715,0.0074076267829383535,200,10,7,sqrt,15,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 15}",0.3826085830874859,0.3813905912674899,0.380766350421969,0.41153690350592825,0.38907560707071825,0.012984947542257657,57
4.055678367614746,0.10952650398446521,0.16525739431381226,0.004005468620175932,150,20,7,sqrt,,"{'n_estimators': 150, 'min_samples_split': 20, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': None}",0.44454374068790364,0.43329091352830157,0.43235396557548994,0.44333542091389766,0.4383810101763982,0.005584795959155358,33
119.74216717481613,1.1501823423002129,0.19712311029434204,0.01877314378504508,200,15,5,0.5,,"{'n_estimators': 200, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 0.5, 'max_depth': None}",0.4975420667769962,0.5015798441575617,0.5076177497611251,0.4848977782169801,0.4979093597281658,0.008324083290559824,6
